barcode_index_matrix,index,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11
Anc80BC_1250,1250,1,0,0,1,1,1,0,0,0,1,0
Anc80BC_1251,1251,1,0,0,1,1,1,0,0,0,1,1
Anc80BC_1252,1252,1,0,0,1,1,1,0,0,1,0,0
Anc80BC_1253,1253,1,0,0,1,1,1,0,0,1,0,1
Anc80BC_1254,1254,1,0,0,1,1,1,0,0,1,1,0
Anc80BC_1255,1255,1,0,0,1,1,1,0,0,1,1,1
Anc80BC_1256,1256,1,0,0,1,1,1,0,1,0,0,0
Anc80BC_1257,1257,1,0,0,1,1,1,0,1,0,0,1
Anc80BC_1258,1258,1,0,0,1,1,1,0,1,0,1,0
Anc80BC_1259,1259,1,0,0,1,1,1,0,1,0,1,1
Anc80BC_1260,1260,1,0,0,1,1,1,0,1,1,0,0
Anc80BC_1261,1261,1,0,0,1,1,1,0,1,1,0,1
Anc80BC_1262,1262,1,0,0,1,1,1,0,1,1,1,0
Anc80BC_1263,1263,1,0,0,1,1,1,0,1,1,1,1
Anc80BC_1264,1264,1,0,0,1,1,1,1,0,0,0,0
Anc80BC_1265,1265,1,0,0,1,1,1,1,0,0,0,1
Anc80BC_1266,1266,1,0,0,1,1,1,1,0,0,1,0
Anc80BC_1267,1267,1,0,0,1,1,1,1,0,0,1,1
Anc80BC_1268,1268,1,0,0,1,1,1,1,0,1,0,0
Anc80BC_1269,1269,1,0,0,1,1,1,1,0,1,0,1
Anc80BC_1270,1270,1,0,0,1,1,1,1,0,1,1,0
Anc80BC_1271,1271,1,0,0,1,1,1,1,0,1,1,1
Anc80BC_1272,1272,1,0,0,1,1,1,1,1,0,0,0
Anc80BC_1273,1273,1,0,0,1,1,1,1,1,0,0,1
Anc80BC_1274,1274,1,0,0,1,1,1,1,1,0,1,0
Anc80BC_1275,1275,1,0,0,1,1,1,1,1,0,1,1
Anc80BC_1276,1276,1,0,0,1,1,1,1,1,1,0,0
Anc80BC_1277,1277,1,0,0,1,1,1,1,1,1,0,1
Anc80BC_1278,1278,1,0,0,1,1,1,1,1,1,1,0
Anc80BC_1279,1279,1,0,0,1,1,1,1,1,1,1,1
Anc80BC_1280,1280,1,0,1,0,0,0,0,0,0,0,0
Anc80BC_1281,1281,1,0,1,0,0,0,0,0,0,0,1
Anc80BC_1282,1282,1,0,1,0,0,0,0,0,0,1,0
Anc80BC_1283,1283,1,0,1,0,0,0,0,0,0,1,1
Anc80BC_1284,1284,1,0,1,0,0,0,0,0,1,0,0
Anc80BC_1285,1285,1,0,1,0,0,0,0,0,1,0,1
Anc80BC_1286,1286,1,0,1,0,0,0,0,0,1,1,0
Anc80BC_1287,1287,1,0,1,0,0,0,0,0,1,1,1
Anc80BC_1288,1288,1,0,1,0,0,0,0,1,0,0,0
Anc80BC_1289,1289,1,0,1,0,0,0,0,1,0,0,1
Anc80BC_1290,1290,1,0,1,0,0,0,0,1,0,1,0
Anc80BC_1291,1291,1,0,1,0,0,0,0,1,0,1,1
Anc80BC_1292,1292,1,0,1,0,0,0,0,1,1,0,0
Anc80BC_1293,1293,1,0,1,0,0,0,0,1,1,0,1
Anc80BC_1294,1294,1,0,1,0,0,0,0,1,1,1,0
Anc80BC_1295,1295,1,0,1,0,0,0,0,1,1,1,1
Anc80BC_1296,1296,1,0,1,0,0,0,1,0,0,0,0
Anc80BC_1297,1297,1,0,1,0,0,0,1,0,0,0,1
Anc80BC_1298,1298,1,0,1,0,0,0,1,0,0,1,0
Anc80BC_1299,1299,1,0,1,0,0,0,1,0,0,1,1
Anc80BC_1300,1300,1,0,1,0,0,0,1,0,1,0,0
Anc80BC_1301,1301,1,0,1,0,0,0,1,0,1,0,1
Anc80BC_1302,1302,1,0,1,0,0,0,1,0,1,1,0
Anc80BC_1303,1303,1,0,1,0,0,0,1,0,1,1,1
Anc80BC_1304,1304,1,0,1,0,0,0,1,1,0,0,0
Anc80BC_1305,1305,1,0,1,0,0,0,1,1,0,0,1
Anc80BC_1306,1306,1,0,1,0,0,0,1,1,0,1,0
Anc80BC_1307,1307,1,0,1,0,0,0,1,1,0,1,1
Anc80BC_1308,1308,1,0,1,0,0,0,1,1,1,0,0
Anc80BC_1309,1309,1,0,1,0,0,0,1,1,1,0,1
Anc80BC_1310,1310,1,0,1,0,0,0,1,1,1,1,0
Anc80BC_1311,1311,1,0,1,0,0,0,1,1,1,1,1
Anc80BC_1312,1312,1,0,1,0,0,1,0,0,0,0,0
Anc80BC_1313,1313,1,0,1,0,0,1,0,0,0,0,1
Anc80BC_1314,1314,1,0,1,0,0,1,0,0,0,1,0
Anc80BC_1315,1315,1,0,1,0,0,1,0,0,0,1,1
Anc80BC_1316,1316,1,0,1,0,0,1,0,0,1,0,0
Anc80BC_1317,1317,1,0,1,0,0,1,0,0,1,0,1
Anc80BC_1318,1318,1,0,1,0,0,1,0,0,1,1,0
Anc80BC_1319,1319,1,0,1,0,0,1,0,0,1,1,1
Anc80BC_1320,1320,1,0,1,0,0,1,0,1,0,0,0
Anc80BC_1321,1321,1,0,1,0,0,1,0,1,0,0,1
Anc80BC_1322,1322,1,0,1,0,0,1,0,1,0,1,0
Anc80BC_1323,1323,1,0,1,0,0,1,0,1,0,1,1
Anc80BC_1324,1324,1,0,1,0,0,1,0,1,1,0,0
Anc80BC_1325,1325,1,0,1,0,0,1,0,1,1,0,1
Anc80BC_1326,1326,1,0,1,0,0,1,0,1,1,1,0
Anc80BC_1327,1327,1,0,1,0,0,1,0,1,1,1,1
Anc80BC_1328,1328,1,0,1,0,0,1,1,0,0,0,0
Anc80BC_1329,1329,1,0,1,0,0,1,1,0,0,0,1
Anc80BC_1330,1330,1,0,1,0,0,1,1,0,0,1,0
Anc80BC_1331,1331,1,0,1,0,0,1,1,0,0,1,1
Anc80BC_1332,1332,1,0,1,0,0,1,1,0,1,0,0
Anc80BC_1333,1333,1,0,1,0,0,1,1,0,1,0,1
Anc80BC_1334,1334,1,0,1,0,0,1,1,0,1,1,0
Anc80BC_1335,1335,1,0,1,0,0,1,1,0,1,1,1
Anc80BC_1336,1336,1,0,1,0,0,1,1,1,0,0,0
Anc80BC_1337,1337,1,0,1,0,0,1,1,1,0,0,1
Anc80BC_1338,1338,1,0,1,0,0,1,1,1,0,1,0
Anc80BC_1339,1339,1,0,1,0,0,1,1,1,0,1,1
Anc80BC_1340,1340,1,0,1,0,0,1,1,1,1,0,0
Anc80BC_1341,1341,1,0,1,0,0,1,1,1,1,0,1
Anc80BC_1342,1342,1,0,1,0,0,1,1,1,1,1,0
Anc80BC_1343,1343,1,0,1,0,0,1,1,1,1,1,1
Anc80BC_1344,1344,1,0,1,0,1,0,0,0,0,0,0
Anc80BC_1345,1345,1,0,1,0,1,0,0,0,0,0,1
Anc80BC_1346,1346,1,0,1,0,1,0,0,0,0,1,0
Anc80BC_1347,1347,1,0,1,0,1,0,0,0,0,1,1
Anc80BC_1348,1348,1,0,1,0,1,0,0,0,1,0,0
Anc80BC_1349,1349,1,0,1,0,1,0,0,0,1,0,1
Anc80BC_1350,1350,1,0,1,0,1,0,0,0,1,1,0
Anc80BC_1351,1351,1,0,1,0,1,0,0,0,1,1,1
Anc80BC_1352,1352,1,0,1,0,1,0,0,1,0,0,0
Anc80BC_1353,1353,1,0,1,0,1,0,0,1,0,0,1
Anc80BC_1354,1354,1,0,1,0,1,0,0,1,0,1,0
Anc80BC_1355,1355,1,0,1,0,1,0,0,1,0,1,1
Anc80BC_1356,1356,1,0,1,0,1,0,0,1,1,0,0
Anc80BC_1357,1357,1,0,1,0,1,0,0,1,1,0,1
Anc80BC_1358,1358,1,0,1,0,1,0,0,1,1,1,0
Anc80BC_1359,1359,1,0,1,0,1,0,0,1,1,1,1
Anc80BC_1360,1360,1,0,1,0,1,0,1,0,0,0,0
Anc80BC_1361,1361,1,0,1,0,1,0,1,0,0,0,1
Anc80BC_1362,1362,1,0,1,0,1,0,1,0,0,1,0
Anc80BC_1363,1363,1,0,1,0,1,0,1,0,0,1,1
Anc80BC_1364,1364,1,0,1,0,1,0,1,0,1,0,0
Anc80BC_1365,1365,1,0,1,0,1,0,1,0,1,0,1
Anc80BC_1366,1366,1,0,1,0,1,0,1,0,1,1,0
Anc80BC_1367,1367,1,0,1,0,1,0,1,0,1,1,1
Anc80BC_1368,1368,1,0,1,0,1,0,1,1,0,0,0
Anc80BC_1369,1369,1,0,1,0,1,0,1,1,0,0,1
Anc80BC_1370,1370,1,0,1,0,1,0,1,1,0,1,0
Anc80BC_1371,1371,1,0,1,0,1,0,1,1,0,1,1
Anc80BC_1372,1372,1,0,1,0,1,0,1,1,1,0,0
Anc80BC_1373,1373,1,0,1,0,1,0,1,1,1,0,1
Anc80BC_1374,1374,1,0,1,0,1,0,1,1,1,1,0
Anc80BC_1375,1375,1,0,1,0,1,0,1,1,1,1,1
Anc80BC_1376,1376,1,0,1,0,1,1,0,0,0,0,0
Anc80BC_1377,1377,1,0,1,0,1,1,0,0,0,0,1
Anc80BC_1378,1378,1,0,1,0,1,1,0,0,0,1,0
Anc80BC_1379,1379,1,0,1,0,1,1,0,0,0,1,1
Anc80BC_1380,1380,1,0,1,0,1,1,0,0,1,0,0
Anc80BC_1381,1381,1,0,1,0,1,1,0,0,1,0,1
Anc80BC_1382,1382,1,0,1,0,1,1,0,0,1,1,0
Anc80BC_1383,1383,1,0,1,0,1,1,0,0,1,1,1
Anc80BC_1384,1384,1,0,1,0,1,1,0,1,0,0,0
Anc80BC_1385,1385,1,0,1,0,1,1,0,1,0,0,1
Anc80BC_1386,1386,1,0,1,0,1,1,0,1,0,1,0
Anc80BC_1387,1387,1,0,1,0,1,1,0,1,0,1,1
Anc80BC_1388,1388,1,0,1,0,1,1,0,1,1,0,0
Anc80BC_1389,1389,1,0,1,0,1,1,0,1,1,0,1
Anc80BC_1390,1390,1,0,1,0,1,1,0,1,1,1,0
Anc80BC_1391,1391,1,0,1,0,1,1,0,1,1,1,1
Anc80BC_1392,1392,1,0,1,0,1,1,1,0,0,0,0
Anc80BC_1393,1393,1,0,1,0,1,1,1,0,0,0,1
Anc80BC_1394,1394,1,0,1,0,1,1,1,0,0,1,0
Anc80BC_1395,1395,1,0,1,0,1,1,1,0,0,1,1
Anc80BC_1396,1396,1,0,1,0,1,1,1,0,1,0,0
Anc80BC_1397,1397,1,0,1,0,1,1,1,0,1,0,1
Anc80BC_1398,1398,1,0,1,0,1,1,1,0,1,1,0
Anc80BC_1399,1399,1,0,1,0,1,1,1,0,1,1,1
Anc80BC_1400,1400,1,0,1,0,1,1,1,1,0,0,0
Anc80BC_1401,1401,1,0,1,0,1,1,1,1,0,0,1
Anc80BC_1402,1402,1,0,1,0,1,1,1,1,0,1,0
Anc80BC_1403,1403,1,0,1,0,1,1,1,1,0,1,1
Anc80BC_1404,1404,1,0,1,0,1,1,1,1,1,0,0
Anc80BC_1405,1405,1,0,1,0,1,1,1,1,1,0,1
Anc80BC_1406,1406,1,0,1,0,1,1,1,1,1,1,0
Anc80BC_1407,1407,1,0,1,0,1,1,1,1,1,1,1
Anc80BC_1408,1408,1,0,1,1,0,0,0,0,0,0,0
Anc80BC_1409,1409,1,0,1,1,0,0,0,0,0,0,1
Anc80BC_1410,1410,1,0,1,1,0,0,0,0,0,1,0
Anc80BC_1411,1411,1,0,1,1,0,0,0,0,0,1,1
Anc80BC_1412,1412,1,0,1,1,0,0,0,0,1,0,0
Anc80BC_1413,1413,1,0,1,1,0,0,0,0,1,0,1
Anc80BC_1414,1414,1,0,1,1,0,0,0,0,1,1,0
Anc80BC_1415,1415,1,0,1,1,0,0,0,0,1,1,1
Anc80BC_1416,1416,1,0,1,1,0,0,0,1,0,0,0
Anc80BC_1417,1417,1,0,1,1,0,0,0,1,0,0,1
Anc80BC_1418,1418,1,0,1,1,0,0,0,1,0,1,0
Anc80BC_1419,1419,1,0,1,1,0,0,0,1,0,1,1
Anc80BC_1420,1420,1,0,1,1,0,0,0,1,1,0,0
Anc80BC_1421,1421,1,0,1,1,0,0,0,1,1,0,1
Anc80BC_1422,1422,1,0,1,1,0,0,0,1,1,1,0
Anc80BC_1423,1423,1,0,1,1,0,0,0,1,1,1,1
Anc80BC_1424,1424,1,0,1,1,0,0,1,0,0,0,0
Anc80BC_1425,1425,1,0,1,1,0,0,1,0,0,0,1
Anc80BC_1426,1426,1,0,1,1,0,0,1,0,0,1,0
Anc80BC_1427,1427,1,0,1,1,0,0,1,0,0,1,1
Anc80BC_1428,1428,1,0,1,1,0,0,1,0,1,0,0
Anc80BC_1429,1429,1,0,1,1,0,0,1,0,1,0,1
Anc80BC_1430,1430,1,0,1,1,0,0,1,0,1,1,0
Anc80BC_1431,1431,1,0,1,1,0,0,1,0,1,1,1
Anc80BC_1432,1432,1,0,1,1,0,0,1,1,0,0,0
Anc80BC_1433,1433,1,0,1,1,0,0,1,1,0,0,1
Anc80BC_1434,1434,1,0,1,1,0,0,1,1,0,1,0
Anc80BC_1435,1435,1,0,1,1,0,0,1,1,0,1,1
Anc80BC_1436,1436,1,0,1,1,0,0,1,1,1,0,0
Anc80BC_1437,1437,1,0,1,1,0,0,1,1,1,0,1
Anc80BC_1438,1438,1,0,1,1,0,0,1,1,1,1,0
Anc80BC_1439,1439,1,0,1,1,0,0,1,1,1,1,1
Anc80BC_1440,1440,1,0,1,1,0,1,0,0,0,0,0
Anc80BC_1441,1441,1,0,1,1,0,1,0,0,0,0,1
Anc80BC_1442,1442,1,0,1,1,0,1,0,0,0,1,0
Anc80BC_1443,1443,1,0,1,1,0,1,0,0,0,1,1
Anc80BC_1444,1444,1,0,1,1,0,1,0,0,1,0,0
Anc80BC_1445,1445,1,0,1,1,0,1,0,0,1,0,1
Anc80BC_1446,1446,1,0,1,1,0,1,0,0,1,1,0
Anc80BC_1447,1447,1,0,1,1,0,1,0,0,1,1,1
Anc80BC_1448,1448,1,0,1,1,0,1,0,1,0,0,0
Anc80BC_1449,1449,1,0,1,1,0,1,0,1,0,0,1
Anc80BC_1450,1450,1,0,1,1,0,1,0,1,0,1,0
Anc80BC_1451,1451,1,0,1,1,0,1,0,1,0,1,1
Anc80BC_1452,1452,1,0,1,1,0,1,0,1,1,0,0
Anc80BC_1453,1453,1,0,1,1,0,1,0,1,1,0,1
Anc80BC_1454,1454,1,0,1,1,0,1,0,1,1,1,0
Anc80BC_1455,1455,1,0,1,1,0,1,0,1,1,1,1
Anc80BC_1456,1456,1,0,1,1,0,1,1,0,0,0,0
Anc80BC_1457,1457,1,0,1,1,0,1,1,0,0,0,1
Anc80BC_1458,1458,1,0,1,1,0,1,1,0,0,1,0
Anc80BC_1459,1459,1,0,1,1,0,1,1,0,0,1,1
Anc80BC_1460,1460,1,0,1,1,0,1,1,0,1,0,0
Anc80BC_1461,1461,1,0,1,1,0,1,1,0,1,0,1
Anc80BC_1462,1462,1,0,1,1,0,1,1,0,1,1,0
Anc80BC_1463,1463,1,0,1,1,0,1,1,0,1,1,1
Anc80BC_1464,1464,1,0,1,1,0,1,1,1,0,0,0
Anc80BC_1465,1465,1,0,1,1,0,1,1,1,0,0,1
Anc80BC_1466,1466,1,0,1,1,0,1,1,1,0,1,0
Anc80BC_1467,1467,1,0,1,1,0,1,1,1,0,1,1
Anc80BC_1468,1468,1,0,1,1,0,1,1,1,1,0,0
Anc80BC_1469,1469,1,0,1,1,0,1,1,1,1,0,1
Anc80BC_1470,1470,1,0,1,1,0,1,1,1,1,1,0
Anc80BC_1471,1471,1,0,1,1,0,1,1,1,1,1,1
Anc80BC_1472,1472,1,0,1,1,1,0,0,0,0,0,0
Anc80BC_1473,1473,1,0,1,1,1,0,0,0,0,0,1
Anc80BC_1474,1474,1,0,1,1,1,0,0,0,0,1,0
Anc80BC_1475,1475,1,0,1,1,1,0,0,0,0,1,1
Anc80BC_1476,1476,1,0,1,1,1,0,0,0,1,0,0
Anc80BC_1477,1477,1,0,1,1,1,0,0,0,1,0,1
Anc80BC_1478,1478,1,0,1,1,1,0,0,0,1,1,0
Anc80BC_1479,1479,1,0,1,1,1,0,0,0,1,1,1
Anc80BC_1480,1480,1,0,1,1,1,0,0,1,0,0,0
Anc80BC_1481,1481,1,0,1,1,1,0,0,1,0,0,1
Anc80BC_1482,1482,1,0,1,1,1,0,0,1,0,1,0
Anc80BC_1483,1483,1,0,1,1,1,0,0,1,0,1,1
Anc80BC_1484,1484,1,0,1,1,1,0,0,1,1,0,0
Anc80BC_1485,1485,1,0,1,1,1,0,0,1,1,0,1
Anc80BC_1486,1486,1,0,1,1,1,0,0,1,1,1,0
Anc80BC_1487,1487,1,0,1,1,1,0,0,1,1,1,1
Anc80BC_1488,1488,1,0,1,1,1,0,1,0,0,0,0
Anc80BC_1489,1489,1,0,1,1,1,0,1,0,0,0,1
Anc80BC_1490,1490,1,0,1,1,1,0,1,0,0,1,0
Anc80BC_1491,1491,1,0,1,1,1,0,1,0,0,1,1
Anc80BC_1492,1492,1,0,1,1,1,0,1,0,1,0,0
Anc80BC_1493,1493,1,0,1,1,1,0,1,0,1,0,1
Anc80BC_1494,1494,1,0,1,1,1,0,1,0,1,1,0
Anc80BC_1495,1495,1,0,1,1,1,0,1,0,1,1,1
Anc80BC_1496,1496,1,0,1,1,1,0,1,1,0,0,0
Anc80BC_1497,1497,1,0,1,1,1,0,1,1,0,0,1
Anc80BC_1498,1498,1,0,1,1,1,0,1,1,0,1,0
Anc80BC_1499,1499,1,0,1,1,1,0,1,1,0,1,1
Anc80BC_1500,1500,1,0,1,1,1,0,1,1,1,0,0
Anc80BC_1501,1501,1,0,1,1,1,0,1,1,1,0,1
Anc80BC_1502,1502,1,0,1,1,1,0,1,1,1,1,0
Anc80BC_1503,1503,1,0,1,1,1,0,1,1,1,1,1
Anc80BC_1504,1504,1,0,1,1,1,1,0,0,0,0,0
Anc80BC_1505,1505,1,0,1,1,1,1,0,0,0,0,1
Anc80BC_1506,1506,1,0,1,1,1,1,0,0,0,1,0
Anc80BC_1507,1507,1,0,1,1,1,1,0,0,0,1,1
Anc80BC_1508,1508,1,0,1,1,1,1,0,0,1,0,0
Anc80BC_1509,1509,1,0,1,1,1,1,0,0,1,0,1
Anc80BC_1510,1510,1,0,1,1,1,1,0,0,1,1,0
Anc80BC_1511,1511,1,0,1,1,1,1,0,0,1,1,1
Anc80BC_1512,1512,1,0,1,1,1,1,0,1,0,0,0
Anc80BC_1513,1513,1,0,1,1,1,1,0,1,0,0,1
Anc80BC_1514,1514,1,0,1,1,1,1,0,1,0,1,0
Anc80BC_1515,1515,1,0,1,1,1,1,0,1,0,1,1
Anc80BC_1516,1516,1,0,1,1,1,1,0,1,1,0,0
Anc80BC_1517,1517,1,0,1,1,1,1,0,1,1,0,1
Anc80BC_1518,1518,1,0,1,1,1,1,0,1,1,1,0
Anc80BC_1519,1519,1,0,1,1,1,1,0,1,1,1,1
Anc80BC_1520,1520,1,0,1,1,1,1,1,0,0,0,0
Anc80BC_1521,1521,1,0,1,1,1,1,1,0,0,0,1
Anc80BC_1522,1522,1,0,1,1,1,1,1,0,0,1,0
Anc80BC_1523,1523,1,0,1,1,1,1,1,0,0,1,1
Anc80BC_1524,1524,1,0,1,1,1,1,1,0,1,0,0
Anc80BC_1525,1525,1,0,1,1,1,1,1,0,1,0,1
Anc80BC_1526,1526,1,0,1,1,1,1,1,0,1,1,0
Anc80BC_1527,1527,1,0,1,1,1,1,1,0,1,1,1
Anc80BC_1528,1528,1,0,1,1,1,1,1,1,0,0,0
Anc80BC_1529,1529,1,0,1,1,1,1,1,1,0,0,1
Anc80BC_1530,1530,1,0,1,1,1,1,1,1,0,1,0
Anc80BC_1531,1531,1,0,1,1,1,1,1,1,0,1,1
Anc80BC_1532,1532,1,0,1,1,1,1,1,1,1,0,0
Anc80BC_1533,1533,1,0,1,1,1,1,1,1,1,0,1
Anc80BC_1534,1534,1,0,1,1,1,1,1,1,1,1,0
Anc80BC_1535,1535,1,0,1,1,1,1,1,1,1,1,1
Anc80BC_1536,1536,1,1,0,0,0,0,0,0,0,0,0
Anc80BC_1537,1537,1,1,0,0,0,0,0,0,0,0,1
Anc80BC_1538,1538,1,1,0,0,0,0,0,0,0,1,0
Anc80BC_1539,1539,1,1,0,0,0,0,0,0,0,1,1
Anc80BC_1540,1540,1,1,0,0,0,0,0,0,1,0,0
Anc80BC_1541,1541,1,1,0,0,0,0,0,0,1,0,1
Anc80BC_1542,1542,1,1,0,0,0,0,0,0,1,1,0
Anc80BC_1543,1543,1,1,0,0,0,0,0,0,1,1,1
Anc80BC_1544,1544,1,1,0,0,0,0,0,1,0,0,0
Anc80BC_1545,1545,1,1,0,0,0,0,0,1,0,0,1
Anc80BC_1546,1546,1,1,0,0,0,0,0,1,0,1,0
Anc80BC_1547,1547,1,1,0,0,0,0,0,1,0,1,1
Anc80BC_1548,1548,1,1,0,0,0,0,0,1,1,0,0
Anc80BC_1549,1549,1,1,0,0,0,0,0,1,1,0,1
Anc80BC_1550,1550,1,1,0,0,0,0,0,1,1,1,0
Anc80BC_1551,1551,1,1,0,0,0,0,0,1,1,1,1
Anc80BC_1552,1552,1,1,0,0,0,0,1,0,0,0,0
Anc80BC_1553,1553,1,1,0,0,0,0,1,0,0,0,1
Anc80BC_1554,1554,1,1,0,0,0,0,1,0,0,1,0
Anc80BC_1555,1555,1,1,0,0,0,0,1,0,0,1,1
Anc80BC_1556,1556,1,1,0,0,0,0,1,0,1,0,0
Anc80BC_1557,1557,1,1,0,0,0,0,1,0,1,0,1
Anc80BC_1558,1558,1,1,0,0,0,0,1,0,1,1,0
Anc80BC_1559,1559,1,1,0,0,0,0,1,0,1,1,1
Anc80BC_1560,1560,1,1,0,0,0,0,1,1,0,0,0
Anc80BC_1561,1561,1,1,0,0,0,0,1,1,0,0,1
Anc80BC_1562,1562,1,1,0,0,0,0,1,1,0,1,0
Anc80BC_1563,1563,1,1,0,0,0,0,1,1,0,1,1
Anc80BC_1564,1564,1,1,0,0,0,0,1,1,1,0,0
Anc80BC_1565,1565,1,1,0,0,0,0,1,1,1,0,1
Anc80BC_1566,1566,1,1,0,0,0,0,1,1,1,1,0
Anc80BC_1567,1567,1,1,0,0,0,0,1,1,1,1,1
Anc80BC_1568,1568,1,1,0,0,0,1,0,0,0,0,0
Anc80BC_1569,1569,1,1,0,0,0,1,0,0,0,0,1
Anc80BC_1570,1570,1,1,0,0,0,1,0,0,0,1,0
Anc80BC_1571,1571,1,1,0,0,0,1,0,0,0,1,1
Anc80BC_1572,1572,1,1,0,0,0,1,0,0,1,0,0
Anc80BC_1573,1573,1,1,0,0,0,1,0,0,1,0,1
Anc80BC_1574,1574,1,1,0,0,0,1,0,0,1,1,0
Anc80BC_1575,1575,1,1,0,0,0,1,0,0,1,1,1
Anc80BC_1576,1576,1,1,0,0,0,1,0,1,0,0,0
Anc80BC_1577,1577,1,1,0,0,0,1,0,1,0,0,1
Anc80BC_1578,1578,1,1,0,0,0,1,0,1,0,1,0
Anc80BC_1579,1579,1,1,0,0,0,1,0,1,0,1,1
Anc80BC_1580,1580,1,1,0,0,0,1,0,1,1,0,0
Anc80BC_1581,1581,1,1,0,0,0,1,0,1,1,0,1
Anc80BC_1582,1582,1,1,0,0,0,1,0,1,1,1,0
Anc80BC_1583,1583,1,1,0,0,0,1,0,1,1,1,1
Anc80BC_1584,1584,1,1,0,0,0,1,1,0,0,0,0
Anc80BC_1585,1585,1,1,0,0,0,1,1,0,0,0,1
Anc80BC_1586,1586,1,1,0,0,0,1,1,0,0,1,0
Anc80BC_1587,1587,1,1,0,0,0,1,1,0,0,1,1
Anc80BC_1588,1588,1,1,0,0,0,1,1,0,1,0,0
Anc80BC_1589,1589,1,1,0,0,0,1,1,0,1,0,1
Anc80BC_1590,1590,1,1,0,0,0,1,1,0,1,1,0
Anc80BC_1591,1591,1,1,0,0,0,1,1,0,1,1,1
Anc80BC_1592,1592,1,1,0,0,0,1,1,1,0,0,0
Anc80BC_1593,1593,1,1,0,0,0,1,1,1,0,0,1
Anc80BC_1594,1594,1,1,0,0,0,1,1,1,0,1,0
Anc80BC_1595,1595,1,1,0,0,0,1,1,1,0,1,1
Anc80BC_1596,1596,1,1,0,0,0,1,1,1,1,0,0
Anc80BC_1597,1597,1,1,0,0,0,1,1,1,1,0,1
Anc80BC_1598,1598,1,1,0,0,0,1,1,1,1,1,0
Anc80BC_1599,1599,1,1,0,0,0,1,1,1,1,1,1
Anc80BC_1600,1600,1,1,0,0,1,0,0,0,0,0,0
Anc80BC_1601,1601,1,1,0,0,1,0,0,0,0,0,1
Anc80BC_1602,1602,1,1,0,0,1,0,0,0,0,1,0
Anc80BC_1603,1603,1,1,0,0,1,0,0,0,0,1,1
Anc80BC_1604,1604,1,1,0,0,1,0,0,0,1,0,0
Anc80BC_1605,1605,1,1,0,0,1,0,0,0,1,0,1
Anc80BC_1606,1606,1,1,0,0,1,0,0,0,1,1,0
Anc80BC_1607,1607,1,1,0,0,1,0,0,0,1,1,1
Anc80BC_1608,1608,1,1,0,0,1,0,0,1,0,0,0
Anc80BC_1609,1609,1,1,0,0,1,0,0,1,0,0,1
Anc80BC_1610,1610,1,1,0,0,1,0,0,1,0,1,0
Anc80BC_1611,1611,1,1,0,0,1,0,0,1,0,1,1
Anc80BC_1612,1612,1,1,0,0,1,0,0,1,1,0,0
Anc80BC_1613,1613,1,1,0,0,1,0,0,1,1,0,1
Anc80BC_1614,1614,1,1,0,0,1,0,0,1,1,1,0
Anc80BC_1615,1615,1,1,0,0,1,0,0,1,1,1,1
Anc80BC_1616,1616,1,1,0,0,1,0,1,0,0,0,0
Anc80BC_1617,1617,1,1,0,0,1,0,1,0,0,0,1
Anc80BC_1618,1618,1,1,0,0,1,0,1,0,0,1,0
Anc80BC_1619,1619,1,1,0,0,1,0,1,0,0,1,1
Anc80BC_1620,1620,1,1,0,0,1,0,1,0,1,0,0
Anc80BC_1621,1621,1,1,0,0,1,0,1,0,1,0,1
Anc80BC_1622,1622,1,1,0,0,1,0,1,0,1,1,0
Anc80BC_1623,1623,1,1,0,0,1,0,1,0,1,1,1
Anc80BC_1624,1624,1,1,0,0,1,0,1,1,0,0,0
Anc80BC_1625,1625,1,1,0,0,1,0,1,1,0,0,1
Anc80BC_1626,1626,1,1,0,0,1,0,1,1,0,1,0
Anc80BC_1627,1627,1,1,0,0,1,0,1,1,0,1,1
Anc80BC_1628,1628,1,1,0,0,1,0,1,1,1,0,0
Anc80BC_1629,1629,1,1,0,0,1,0,1,1,1,0,1
Anc80BC_1630,1630,1,1,0,0,1,0,1,1,1,1,0
Anc80BC_1631,1631,1,1,0,0,1,0,1,1,1,1,1
Anc80BC_1632,1632,1,1,0,0,1,1,0,0,0,0,0
Anc80BC_1633,1633,1,1,0,0,1,1,0,0,0,0,1
Anc80BC_1634,1634,1,1,0,0,1,1,0,0,0,1,0
Anc80BC_1635,1635,1,1,0,0,1,1,0,0,0,1,1
Anc80BC_1636,1636,1,1,0,0,1,1,0,0,1,0,0
Anc80BC_1637,1637,1,1,0,0,1,1,0,0,1,0,1
Anc80BC_1638,1638,1,1,0,0,1,1,0,0,1,1,0
Anc80BC_1639,1639,1,1,0,0,1,1,0,0,1,1,1
Anc80BC_1640,1640,1,1,0,0,1,1,0,1,0,0,0
Anc80BC_1641,1641,1,1,0,0,1,1,0,1,0,0,1
Anc80BC_1642,1642,1,1,0,0,1,1,0,1,0,1,0
Anc80BC_1643,1643,1,1,0,0,1,1,0,1,0,1,1
Anc80BC_1644,1644,1,1,0,0,1,1,0,1,1,0,0
Anc80BC_1645,1645,1,1,0,0,1,1,0,1,1,0,1
Anc80BC_1646,1646,1,1,0,0,1,1,0,1,1,1,0
Anc80BC_1647,1647,1,1,0,0,1,1,0,1,1,1,1
